performance_date,channel,campaign,attribution_model,impressions,clicks,spend,conversions,revenue,users_reached,touchpoints,cpc,cac,roas
2025-06-09,Meta Ads,Discount Offer,Last Touch,40615,1547,69847.05,172,760584,28379,5,45.15,406.09,10.89
2025-01-01,Meta Ads,App Install,Linear,23239,1837,56506.12,259,556073,20527,1,30.76,218.17,9.84
2025-01-25,Meta Ads,New Product Launch,Last Touch,9010,543,20574.27,48,117792,7505,3,37.89,428.63,5.73
2025-03-20,Google Ads,App Install,Last Touch,5999,125,6940.0,20,50360,5661,5,55.52,347.0,7.26
2025-05-13,Meta Ads,New Product Launch,Last Touch,41160,2610,111420.9,383,502496,38779,2,42.69,290.92,4.51
2025-05-25,Direct Traffic,New Product Launch,Linear,26103,612,34504.56,85,288235,17643,4,56.38,405.94,8.35
2025-05-04,Social Media,Lead Gen,First Touch,27322,1391,64389.39,87,129369,19741,4,46.29,740.11,2.01
2025-03-17,Google Ads,Summer Sale,First Touch,19179,1239,38656.8,40,115320,16406,4,31.2,966.42,2.98
2025-01-16,Direct Traffic,Festive Offer,First Touch,20265,515,19467.0,91,377013,17189,1,37.8,213.92,19.37
2025-01-27,Social Media,Summer Sale,Last Touch,19432,418,8665.14,25,41675,12834,3,20.73,346.61,4.81
2025-06-25,Google Ads,New Product Launch,Last Touch,37302,2139,125281.23,66,137280,34564,5,58.57,1898.2,1.1
2025-06-11,Direct Traffic,New Product Launch,First Touch,32142,830,29880.0,41,57728,30753,1,36.0,728.78,1.93
2025-03-15,Email,Lead Gen,First Touch,7954,386,19276.84,34,78438,5815,3,49.94,566.97,4.07
2025-02-02,Email,Festive Offer,Linear,22695,1722,35610.96,144,638352,16610,1,20.68,247.3,17.93
2025-04-19,Email,Retargeting,Linear,48291,2721,69222.24,445,1234875,38600,5,25.44,155.56,17.84
2025-06-12,Google Ads,Retargeting,First Touch,34510,2733,150697.62,388,519920,28579,4,55.14,388.4,3.45
2025-05-21,Direct Traffic,Loyalty,First Touch,20345,789,46330.08,61,207400,11789,5,58.72,759.51,4.48
2025-06-04,Display Ads,Lead Gen,Linear,22239,815,24971.6,140,424060,19943,1,30.64,178.37,16.98
2025-04-25,Email,Winter Sale,First Touch,7203,563,12127.02,95,361380,5081,1,21.54,127.65,29.8
2025-04-05,Direct Traffic,Summer Sale,Last Touch,36742,2493,56316.87,285,545205,19960,1,22.59,197.6,9.68
2025-04-11,Direct Traffic,App Install,Last Touch,44414,2850,123519.0,100,129800,24551,2,43.34,1235.19,1.05
2025-03-07,Direct Traffic,Discount Offer,Last Touch,7180,293,11930.96,11,41580,5550,1,40.72,1084.63,3.49
2025-05-27,Google Ads,Winter Sale,Last Touch,33402,1388,48580.0,42,58800,17145,1,35.0,1156.67,1.21
2025-03-17,Google Ads,Brand Awareness,Last Touch,32023,1130,30125.8,139,386003,24668,2,26.66,216.73,12.81
2025-03-17,Direct Traffic,Lead Gen,Last Touch,28003,846,24643.98,61,210999,23519,5,29.13,404.0,8.56
2025-02-06,Email,Festive Offer,Last Touch,13817,538,16113.1,22,43736,11252,1,29.95,732.41,2.71
2025-06-28,Display Ads,Loyalty,Last Touch,10185,258,8867.46,14,22918,8238,3,34.37,633.39,2.58
2025-02-15,Direct Traffic,Summer Sale,First Touch,41495,2510,68121.4,199,257108,30848,2,27.14,342.32,3.77
2025-01-28,Email,Brand Awareness,Last Touch,9629,640,13664.0,79,316000,7062,4,21.35,172.96,23.13
2025-05-04,Direct Traffic,Festive Offer,First Touch,11653,670,29426.4,109,477638,7106,2,43.92,269.97,16.23
2025-02-01,Social Media,App Install,Last Touch,35920,843,22626.12,147,236376,31502,5,26.84,153.92,10.45
2025-03-07,Email,Winter Sale,Last Touch,43909,1983,53541.0,341,1114388,41842,2,27.0,157.01,20.81
2025-03-06,Direct Traffic,Winter Sale,First Touch,48534,2549,44938.87,418,616550,27151,2,17.63,107.51,13.72
2025-04-24,Direct Traffic,Retargeting,Last Touch,49751,3026,144975.66,514,1870446,48148,2,47.91,282.05,12.9
2025-05-29,Display Ads,Summer Sale,Linear,11050,696,15200.64,107,360697,10237,3,21.84,142.06,23.73
2025-01-06,Google Ads,Loyalty,Linear,25285,1089,56889.36,173,388212,19280,2,52.24,328.84,6.82
2025-05-29,Meta Ads,Winter Sale,Linear,37973,1885,16870.75,327,1399233,26978,4,8.95,51.59,82.94
2025-04-12,Direct Traffic,App Install,Last Touch,21688,1544,50087.36,93,313875,11585,3,32.44,538.57,6.27
2025-03-05,Email,Retargeting,Last Touch,12308,661,34676.06,64,187776,7192,5,52.46,541.81,5.42
2025-05-27,Display Ads,Winter Sale,Last Touch,33522,2293,69913.57,307,871573,18640,5,30.49,227.73,12.47
2025-01-21,Social Media,Discount Offer,Linear,17433,1283,21182.33,199,341484,14327,5,16.51,106.44,16.12
2025-06-18,Direct Traffic,Loyalty,First Touch,12420,582,30822.72,60,75780,10559,3,52.96,513.71,2.46
2025-04-18,Display Ads,Summer Sale,Linear,12653,272,7477.28,34,142970,8067,5,27.49,219.92,19.12
2025-06-16,Direct Traffic,Festive Offer,Last Touch,8041,480,25200.0,70,220850,7976,4,52.5,360.0,8.76
2025-01-29,Email,Brand Awareness,Last Touch,34509,2441,78941.94,412,721824,29220,1,32.34,191.61,9.14
2025-06-28,Google Ads,Summer Sale,Last Touch,23487,830,18816.1,104,458848,21915,5,22.67,180.92,24.39
2025-05-18,Email,App Install,Last Touch,13662,576,34358.4,35,79030,9019,5,59.65,981.67,2.3
2025-03-10,Email,Summer Sale,Linear,27074,1694,71198.82,150,642450,24565,4,42.03,474.66,9.02
2025-02-23,Meta Ads,Summer Sale,Linear,22792,1784,14575.28,295,757265,11828,5,8.17,49.41,51.96
2025-03-29,Meta Ads,Brand Awareness,Linear,34446,1020,57405.6,102,342924,21905,4,56.28,562.8,5.97
2025-04-10,Social Media,Summer Sale,Linear,38260,2787,94451.43,479,1664046,38170,3,33.89,197.18,17.62
2025-02-10,Direct Traffic,Festive Offer,Last Touch,6497,221,12400.31,33,112629,3375,2,56.11,375.77,9.08
2025-04-29,Display Ads,Winter Sale,Last Touch,40452,1227,67521.81,147,660471,29580,2,55.03,459.33,9.78
2025-06-27,Email,Brand Awareness,First Touch,36584,2055,58978.5,93,246729,25629,4,28.7,634.18,4.18
2025-05-07,Display Ads,Lead Gen,Last Touch,14146,519,7016.88,92,323012,7602,5,13.52,76.27,46.03
2025-01-29,Display Ads,New Product Launch,Linear,33070,1816,16580.08,282,882096,22223,3,9.13,58.79,53.2
2025-06-05,Meta Ads,Summer Sale,First Touch,11495,497,5889.45,46,144946,10090,1,11.85,128.03,24.61
2025-05-03,Social Media,Lead Gen,First Touch,18641,432,18502.56,14,20426,12542,2,42.83,1321.61,1.1
2025-03-20,Direct Traffic,Loyalty,First Touch,14268,463,22261.04,34,65552,13943,4,48.08,654.74,2.94
2025-05-27,Direct Traffic,Retargeting,Last Touch,45862,1691,62076.61,73,200969,44975,5,36.71,850.36,3.24
2025-06-13,Email,Loyalty,Linear,12721,344,15170.4,39,94770,9804,3,44.1,388.98,6.25
2025-01-11,Meta Ads,Discount Offer,First Touch,40546,1189,38083.67,142,225212,28896,4,32.03,268.19,5.91
2025-04-02,Social Media,Summer Sale,First Touch,10381,614,5790.02,35,75040,9801,1,9.43,165.43,12.96
2025-04-05,Social Media,Festive Offer,Last Touch,49562,2278,86882.92,121,429550,34286,2,38.14,718.04,4.94
2025-05-23,Direct Traffic,New Product Launch,Linear,36566,1515,80007.15,214,508250,23493,5,52.81,373.87,6.35
2025-05-09,Email,Festive Offer,First Touch,36066,2278,46812.9,282,1065960,28666,1,20.55,166.0,22.77
2025-03-04,Google Ads,Retargeting,Last Touch,36122,2435,106068.6,102,312018,24757,1,43.56,1039.89,2.94
2025-04-13,Meta Ads,Summer Sale,First Touch,26627,1095,17749.95,105,386715,15699,3,16.21,169.05,21.79
2025-06-17,Direct Traffic,Winter Sale,Linear,38490,1338,43110.36,119,414953,34363,4,32.22,362.27,9.63
2025-05-31,Meta Ads,Lead Gen,Linear,39504,2139,46972.44,254,1138428,25370,5,21.96,184.93,24.24
2025-04-22,Display Ads,Retargeting,Linear,36954,1803,61103.67,199,741275,21211,1,33.89,307.05,12.13
2025-03-17,Google Ads,App Install,Last Touch,15839,883,46834.32,153,422280,10487,2,53.04,306.11,9.02
2025-03-14,Google Ads,Summer Sale,Last Touch,19444,475,16492.0,24,56880,10052,3,34.72,687.17,3.45
2025-01-20,Direct Traffic,Brand Awareness,Last Touch,11703,632,9480.0,92,215832,7893,2,15.0,103.04,22.77
2025-04-27,Google Ads,Retargeting,Last Touch,28882,1336,74816.0,98,276360,18078,3,56.0,763.43,3.69
2025-03-23,Google Ads,Discount Offer,Linear,18730,790,43402.6,102,135048,11229,3,54.94,425.52,3.11
2025-05-11,Email,Summer Sale,Last Touch,34027,2402,138427.26,105,220080,32648,1,57.63,1318.35,1.59
2025-06-27,Google Ads,Discount Offer,Linear,35223,1286,23032.26,213,649011,29389,4,17.91,108.13,28.18
2025-01-08,Display Ads,New Product Launch,First Touch,17116,1311,58588.59,177,535071,12049,4,44.69,331.01,9.13
2025-02-24,Meta Ads,Loyalty,Last Touch,46524,2769,34169.46,450,550350,26463,3,12.34,75.93,16.11
2025-05-25,Meta Ads,Festive Offer,First Touch,10029,698,41133.14,85,156995,6318,3,58.93,483.92,3.82
2025-01-04,Google Ads,Festive Offer,First Touch,18678,961,24409.4,150,544650,16324,4,25.4,162.73,22.31
2025-01-14,Meta Ads,Summer Sale,First Touch,22750,795,28786.95,28,65324,19091,1,36.21,1028.11,2.27
2025-01-17,Social Media,Brand Awareness,First Touch,24846,1002,12334.62,77,168784,13570,1,12.31,160.19,13.68
2025-05-27,Email,Loyalty,Linear,31636,743,43190.59,75,274425,28605,2,58.13,575.87,6.35
2025-06-29,Email,App Install,Last Touch,44777,2069,21890.02,163,530891,33276,4,10.58,134.29,24.25
2025-02-08,Email,App Install,Last Touch,5539,389,6535.2,29,65772,3002,4,16.8,225.35,10.06
2025-06-01,Email,Lead Gen,Last Touch,12184,814,38681.28,65,146640,6959,5,47.52,595.1,3.79
2025-02-10,Display Ads,App Install,First Touch,12589,478,17695.56,70,193690,6748,3,37.02,252.79,10.95
2025-05-23,Google Ads,Discount Offer,Linear,37716,2273,120173.51,188,602916,20235,5,52.87,639.22,5.02
2025-02-13,Display Ads,App Install,Linear,40940,1755,101421.45,286,650650,29344,3,57.79,354.62,6.42
2025-01-24,Email,Winter Sale,Linear,14004,804,45080.28,116,494856,10314,4,56.07,388.62,10.98
2025-06-11,Google Ads,Lead Gen,Linear,8970,556,28967.6,22,37554,6347,4,52.1,1316.71,1.3
2025-06-21,Social Media,Festive Offer,First Touch,31916,1614,86574.96,277,836263,16662,3,53.64,312.54,9.66
2025-02-06,Email,Discount Offer,Last Touch,41925,2512,35293.6,131,160082,35553,4,14.05,269.42,4.54
2025-06-18,Social Media,Discount Offer,Last Touch,47819,986,29895.52,41,93644,31116,4,30.32,729.16,3.13
2025-04-03,Social Media,App Install,First Touch,49020,3721,145081.79,474,1476036,37336,4,38.99,306.08,10.17
2025-01-27,Direct Traffic,Brand Awareness,Last Touch,21487,586,18675.82,24,32496,11222,4,31.87,778.16,1.74
2025-04-21,Google Ads,Discount Offer,Linear,34960,1428,82824.0,194,659406,17675,1,58.0,426.93,7.96
2025-04-25,Display Ads,Lead Gen,Last Touch,16732,843,49433.52,71,212219,10047,5,58.64,696.25,4.29
2025-06-10,Display Ads,App Install,Last Touch,7997,367,12250.46,48,176352,6972,2,33.38,255.22,14.4
2025-02-15,Social Media,New Product Launch,Last Touch,43416,3119,66964.93,98,372498,41102,2,21.47,683.32,5.56
2025-01-29,Email,Retargeting,Last Touch,16580,1073,43295.55,118,236354,15217,4,40.35,366.91,5.46
2025-03-13,Direct Traffic,Brand Awareness,Linear,49424,2697,45498.39,392,1024688,44143,5,16.87,116.07,22.52
2025-03-10,Email,App Install,Linear,30629,1698,88397.88,302,1029518,15793,1,52.06,292.71,11.65
2025-02-15,Direct Traffic,Retargeting,Last Touch,31542,2140,23882.4,133,211869,27944,1,11.16,179.57,8.87
2025-05-24,Social Media,Brand Awareness,First Touch,28440,1406,59375.38,209,596068,24852,2,42.23,284.09,10.04
2025-01-13,Direct Traffic,Festive Offer,Linear,20791,986,19503.08,84,216720,20537,3,19.78,232.18,11.11
2025-06-09,Google Ads,Summer Sale,First Touch,30652,1418,39278.6,58,237104,22098,2,27.7,677.22,6.04
2025-05-27,Display Ads,Summer Sale,Linear,30989,2337,109371.6,205,291510,17669,3,46.8,533.52,2.67
2025-03-04,Display Ads,Lead Gen,Last Touch,17321,1308,65517.72,160,308480,14004,3,50.09,409.49,4.71
2025-04-03,Google Ads,Lead Gen,First Touch,30376,1727,15456.65,165,739035,22775,2,8.95,93.68,47.81
2025-06-16,Social Media,App Install,First Touch,40115,3004,123374.28,219,367920,21889,1,41.07,563.35,2.98
2025-06-13,Google Ads,Festive Offer,Last Touch,26142,1369,47627.51,244,533384,24728,5,34.79,195.19,11.2
2025-03-01,Google Ads,Brand Awareness,Last Touch,33219,787,35005.76,60,231720,30177,1,44.48,583.43,6.62
2025-05-17,Social Media,App Install,First Touch,30153,1102,58218.66,145,453270,21186,5,52.83,401.51,7.79
2025-01-02,Email,Winter Sale,Last Touch,45016,3540,145281.6,609,2595558,40676,2,41.04,238.56,17.87
2025-01-15,Email,App Install,First Touch,13289,655,23285.25,21,64365,10129,3,35.55,1108.82,2.76
2025-04-05,Google Ads,New Product Launch,First Touch,49933,3827,40106.96,643,2865208,26602,1,10.48,62.37,71.44
2025-06-09,Social Media,Summer Sale,Last Touch,26522,1005,19004.55,111,485403,13264,5,18.91,171.21,25.54
2025-03-14,Meta Ads,App Install,Last Touch,6596,283,9777.65,29,127919,3308,4,34.55,337.16,13.08
2025-02-11,Email,Summer Sale,First Touch,17044,354,15597.24,61,163297,9717,3,44.06,255.69,10.47
2025-04-05,Google Ads,Discount Offer,First Touch,26592,782,25289.88,34,101728,22354,5,32.34,743.82,4.02
2025-05-02,Direct Traffic,Summer Sale,First Touch,28687,783,46306.62,96,387072,16315,5,59.14,482.36,8.36
2025-06-12,Email,Discount Offer,Linear,6606,274,3509.94,20,34400,3393,1,12.81,175.5,9.8
2025-05-07,Email,Brand Awareness,Last Touch,29489,709,21447.25,85,176035,18287,2,30.25,252.32,8.21
2025-05-02,Display Ads,Loyalty,First Touch,30078,1615,87936.75,189,573615,18743,5,54.45,465.27,6.52
2025-04-30,Social Media,New Product Launch,First Touch,42181,3211,138297.77,182,370188,40840,1,43.07,759.88,2.68
2025-04-07,Google Ads,Summer Sale,Last Touch,18021,805,8339.8,33,80355,11026,2,10.36,252.72,9.64
2025-05-03,Meta Ads,Loyalty,Last Touch,45347,1142,47450.1,125,185500,41268,2,41.55,379.6,3.91
2025-04-21,Display Ads,Loyalty,Last Touch,17431,799,15013.21,75,298275,11909,1,18.79,200.18,19.87
2025-06-18,Email,Summer Sale,Linear,44071,3459,78035.04,597,2065620,25880,3,22.56,130.71,26.47
2025-01-09,Social Media,Loyalty,Last Touch,12134,909,25306.56,59,228625,6950,5,27.84,428.92,9.03
2025-04-25,Social Media,Lead Gen,Linear,36386,2643,128476.23,174,688866,19712,2,48.61,738.37,5.36
2025-02-20,Google Ads,Winter Sale,First Touch,18775,646,12622.84,69,261234,13307,1,19.54,182.94,20.7
2025-06-19,Social Media,Festive Offer,First Touch,14514,572,22737.0,78,142584,11317,1,39.75,291.5,6.27
2025-03-08,Google Ads,Brand Awareness,Last Touch,21066,1400,50974.0,133,366282,17557,5,36.41,383.26,7.19
2025-03-19,Display Ads,Brand Awareness,Last Touch,47750,1392,14240.16,75,186600,39493,5,10.23,189.87,13.1
2025-06-05,Display Ads,Festive Offer,First Touch,32087,1611,42788.16,282,899016,19213,5,26.56,151.73,21.01
2025-01-15,Social Media,Lead Gen,First Touch,18188,571,29937.53,65,85865,10623,5,52.43,460.58,2.87
2025-05-29,Social Media,Retargeting,Last Touch,35417,1770,72233.7,177,284262,34866,4,40.81,408.1,3.94
2025-02-05,Google Ads,Brand Awareness,Linear,38227,2278,122032.46,292,845340,25277,4,53.57,417.92,6.93
2025-04-28,Social Media,Retargeting,Linear,47527,2804,150658.92,313,1111463,36451,1,53.73,481.34,7.38
2025-01-04,Display Ads,Festive Offer,Linear,49625,3696,41727.84,613,1956696,44079,1,11.29,68.07,46.89
2025-03-21,Direct Traffic,Retargeting,Last Touch,16262,856,18703.6,67,86765,11590,5,21.85,279.16,4.64
2025-01-20,Direct Traffic,App Install,Linear,13792,405,9254.25,52,192244,13336,4,22.85,177.97,20.77
2025-06-04,Display Ads,Brand Awareness,First Touch,13081,294,3304.56,18,62784,12478,1,11.24,183.59,19.0
2025-06-08,Social Media,Summer Sale,Linear,21939,777,27661.2,76,269724,11698,3,35.6,363.96,9.75
2025-05-17,Meta Ads,New Product Launch,Last Touch,32294,2389,58649.95,206,831004,23648,2,24.55,284.71,14.17
2025-04-10,Google Ads,Retargeting,First Touch,19191,464,27737.92,61,178669,16517,4,59.78,454.72,6.44
2025-03-18,Google Ads,Summer Sale,Linear,44704,3265,107026.7,432,911952,43334,1,32.78,247.75,8.52
2025-05-16,Display Ads,Lead Gen,First Touch,18870,881,14968.19,155,678590,14914,2,16.99,96.57,45.34
2025-04-23,Google Ads,Retargeting,Last Touch,39464,2038,18749.6,364,556192,30664,3,9.2,51.51,29.66
2025-05-05,Social Media,Discount Offer,First Touch,46401,2971,54696.11,123,231732,27113,4,18.41,444.68,4.24
2025-06-21,Email,Festive Offer,First Touch,22701,1108,43566.56,193,430776,15384,2,39.32,225.73,9.89
2025-01-29,Display Ads,Lead Gen,First Touch,34463,1156,57765.32,95,353875,32880,4,49.97,608.06,6.13
2025-04-22,Meta Ads,Brand Awareness,Linear,25244,1754,98083.68,168,390264,24336,4,55.92,583.83,3.98
2025-03-06,Google Ads,Discount Offer,Last Touch,33981,1595,46462.35,140,234920,32908,5,29.13,331.87,5.06
2025-06-19,Email,Festive Offer,Last Touch,46361,1275,70061.25,165,401115,28085,3,54.95,424.61,5.73
2025-03-27,Social Media,Festive Offer,Last Touch,34780,1059,18310.11,128,396416,22698,2,17.29,143.05,21.65
2025-04-18,Display Ads,Loyalty,Last Touch,7862,361,3328.42,27,117936,4995,1,9.22,123.27,35.43
2025-02-28,Social Media,Retargeting,Last Touch,20295,1084,46492.76,117,253773,20241,2,42.89,397.37,5.46
2025-02-21,Social Media,Loyalty,Linear,30577,864,22999.68,140,410620,25924,5,26.62,164.28,17.85
2025-04-18,Meta Ads,Loyalty,Last Touch,33228,2624,29231.36,220,599940,32907,3,11.14,132.87,20.52
2025-06-14,Social Media,Brand Awareness,Linear,25457,815,34140.35,34,83300,25376,5,41.89,1004.13,2.44
2025-02-11,Display Ads,Retargeting,Last Touch,20192,1163,9548.23,104,147056,11360,2,8.21,91.81,15.4
2025-04-20,Display Ads,Winter Sale,Last Touch,46726,3255,125122.2,309,731094,43183,1,38.44,404.93,5.84
2025-05-26,Google Ads,Brand Awareness,First Touch,44144,1164,33057.6,180,653040,32658,3,28.4,183.65,19.75
2025-03-28,Email,New Product Launch,First Touch,8583,221,11938.42,35,99330,5358,4,54.02,341.1,8.32
2025-03-18,Direct Traffic,Retargeting,First Touch,47382,1842,93407.82,91,357084,45802,5,50.71,1026.46,3.82
2025-05-27,Social Media,App Install,Linear,17943,419,20208.37,25,41150,15715,4,48.23,808.33,2.04
2025-04-06,Display Ads,Loyalty,First Touch,8004,520,5756.4,57,224295,5656,1,11.07,100.99,38.96
2025-01-31,Display Ads,Discount Offer,First Touch,48840,3651,29390.55,189,252693,25155,4,8.05,155.51,8.6
2025-03-11,Meta Ads,Retargeting,Last Touch,32559,2425,51846.5,185,657860,26868,3,21.38,280.25,12.69
2025-06-21,Display Ads,Summer Sale,First Touch,33249,2008,111564.48,78,195780,22930,3,55.56,1430.31,1.75
2025-05-08,Display Ads,Winter Sale,First Touch,10353,825,7235.25,87,354177,9870,3,8.77,83.16,48.95
2025-02-19,Direct Traffic,Lead Gen,Linear,37671,1529,59890.93,252,811692,29203,5,39.17,237.66,13.55
2025-02-17,Google Ads,Winter Sale,Linear,9571,577,31065.68,31,137423,9121,2,53.84,1002.12,4.42
2025-02-28,Google Ads,Discount Offer,Last Touch,22942,1461,13236.66,188,708384,13664,5,9.06,70.41,53.52
2025-05-07,Display Ads,Winter Sale,Last Touch,47163,3135,62135.7,458,822110,43017,3,19.82,135.67,13.23
2025-03-30,Direct Traffic,App Install,Linear,33087,2545,141476.55,340,1426640,25795,1,55.59,416.11,10.08
2025-03-17,Display Ads,App Install,First Touch,22159,1289,61549.75,177,661980,18956,2,47.75,347.74,10.76
2025-05-11,Meta Ads,Winter Sale,First Touch,41891,2836,83151.52,352,1564640,23385,1,29.32,236.23,18.82
2025-01-09,Social Media,Loyalty,Last Touch,41637,1561,92379.98,190,356440,39788,5,59.18,486.21,3.86
2025-03-05,Google Ads,Festive Offer,Linear,22017,613,9004.97,30,79680,19297,3,14.69,300.17,8.85
2025-06-04,Display Ads,Brand Awareness,First Touch,23624,1203,14087.13,97,260833,19505,5,11.71,145.23,18.52
2025-05-27,Social Media,Discount Offer,Last Touch,39654,2561,50938.29,337,888332,32242,3,19.89,151.15,17.44
2025-01-30,Direct Traffic,Retargeting,First Touch,23797,768,16734.72,29,90306,23232,1,21.79,577.06,5.4
2025-05-12,Google Ads,Festive Offer,Linear,19185,465,21459.75,55,203445,14383,2,46.15,390.18,9.48
2025-03-24,Display Ads,Lead Gen,Linear,47979,3597,189058.32,442,1874080,39474,2,52.56,427.73,9.91
2025-06-26,Direct Traffic,Discount Offer,First Touch,39278,1170,48122.1,174,338778,32531,3,41.13,276.56,7.04
2025-06-13,Meta Ads,Discount Offer,Linear,38480,951,20265.81,138,478446,35795,5,21.31,146.85,23.61
2025-02-25,Display Ads,App Install,First Touch,36954,868,45570.0,83,310918,30634,1,52.5,549.04,6.82
2025-06-13,Display Ads,Retargeting,Last Touch,48825,1613,50132.04,91,204295,47801,2,31.08,550.9,4.08
2025-02-03,Display Ads,Summer Sale,Last Touch,15021,303,14540.97,36,50940,9601,4,47.99,403.92,3.5
2025-01-11,Display Ads,Lead Gen,Linear,46994,1621,63899.82,174,561324,45240,3,39.42,367.24,8.78
2025-02-11,Direct Traffic,New Product Launch,Linear,43595,2498,128547.08,148,520516,25363,5,51.46,868.56,4.05
2025-03-18,Email,Winter Sale,Last Touch,12053,867,43297.98,96,203424,10178,3,49.94,451.02,4.7
2025-04-26,Direct Traffic,Loyalty,First Touch,39557,1184,59259.2,167,212591,23074,4,50.05,354.85,3.59
2025-04-01,Google Ads,Summer Sale,Linear,42833,1662,54929.1,120,537600,39221,4,33.05,457.74,9.79
2025-01-26,Email,Summer Sale,Linear,19672,621,11581.65,109,329834,19242,2,18.65,106.25,28.48
2025-01-19,Direct Traffic,New Product Launch,Linear,24579,1696,42620.48,148,216080,22385,4,25.13,287.98,5.07
2025-01-25,Display Ads,Festive Offer,Last Touch,46317,1066,14764.1,35,44905,24578,2,13.85,421.83,3.04
2025-05-08,Social Media,Festive Offer,Last Touch,48444,2744,102296.32,447,1491639,46187,4,37.28,228.85,14.58
